fid,date,month,accident_year,day_of_week,time,light_conditions,weather_conditions,accident_severity
3788,26,10,2023,5,20.41666667,4,1,3
3789,26,10,2023,5,20.91666667,4,1,2
3790,27,10,2023,6,5.75,6,7,2
3791,26,10,2023,5,17.33333333,1,1,3
3792,27,10,2023,6,9.033333333,1,1,3
3793,26,10,2023,5,17.48333333,1,1,3
3794,27,10,2023,6,18.56666667,4,1,3
3795,27,10,2023,6,23.3,4,1,3
3796,28,10,2023,7,1.15,4,1,3
3797,28,10,2023,7,13,1,1,3
3798,29,10,2023,1,0,4,2,2
3799,29,10,2023,1,14.78333333,1,1,3
3800,29,10,2023,1,11.58333333,1,2,1
3801,30,10,2023,2,18.75,4,2,3
3802,30,10,2023,2,8.5,1,1,2
3803,31,10,2023,3,7.333333333,1,1,3
3804,29,10,2023,1,13.08333333,1,9,3
3805,31,10,2023,3,17.66666667,4,2,3
3806,30,10,2023,2,19.25,4,1,3
3807,2,11,2023,5,9.866666667,1,2,3
3808,2,11,2023,5,16.05,1,2,3
3809,3,11,2023,6,16,1,2,3
3810,4,11,2023,7,16.15,1,2,3
3811,4,11,2023,7,21.03333333,4,2,3
3812,5,11,2023,1,9.833333333,1,1,3
3813,5,11,2023,1,19.95,4,4,3
3814,5,11,2023,1,21.03333333,4,8,3
3815,6,11,2023,2,15.33333333,1,1,3
3816,6,11,2023,2,21.01666667,4,1,3
3817,6,11,2023,2,13.83333333,1,1,3
3818,7,11,2023,3,20.8,4,1,3
3819,2,10,2023,2,15.08333333,1,2,3
3820,8,11,2023,4,8.5,1,2,3
3821,8,11,2023,4,20,4,8,3
3822,9,11,2023,5,15.75,1,2,2
3823,9,11,2023,5,14.6,1,1,3
3824,9,11,2023,5,20.81666667,4,1,3
3825,10,11,2023,6,5.75,7,9,3
3826,3,11,2023,6,20.5,4,2,2
3827,10,11,2023,6,21.25,4,9,2
3828,11,11,2023,7,11,1,1,3
3829,11,11,2023,7,16.75,1,1,3
3830,10,11,2023,6,22,7,9,3
3831,12,11,2023,1,17.25,4,2,3
3832,12,11,2023,1,16.91666667,4,2,2
3833,13,11,2023,2,22.01666667,4,1,3
3834,14,11,2023,3,12,1,2,3
3835,14,11,2023,3,17.75,4,1,2
3836,15,11,2023,4,9.083333333,1,1,3
3837,15,11,2023,4,9,1,8,3
3838,13,11,2023,2,8.416666667,1,8,3
3839,15,11,2023,4,14.16666667,1,1,3
3840,5,10,2023,5,20.25,4,1,3
3841,15,11,2023,4,21.5,4,1,3
3842,16,11,2023,5,6.65,4,8,3
3843,15,11,2023,4,8.75,1,8,2
3844,16,11,2023,5,15.68333333,1,2,2
3845,17,11,2023,6,11.25,1,1,3
3846,16,11,2023,5,5.666666667,4,1,3
3847,17,11,2023,6,17.66666667,4,1,3
3848,17,11,2023,6,18.66666667,4,1,2
3849,17,11,2023,6,19.08333333,4,1,3
3850,17,11,2023,6,17.98333333,4,1,3
3851,17,11,2023,6,16.78333333,1,1,3
3852,17,11,2023,6,17.28333333,4,1,2
3853,17,11,2023,6,19.88333333,4,1,3
3854,17,11,2023,6,12.5,1,1,3
3855,18,11,2023,7,8,1,1,2
3856,18,11,2023,7,11.66666667,1,1,3
3857,18,11,2023,7,17,4,8,3
3858,19,11,2023,1,1.5,4,1,3
3859,7,11,2023,3,8.45,1,1,3
3860,19,11,2023,1,17.75,4,1,3
3861,15,11,2023,4,6.333333333,4,2,3
3862,20,11,2023,2,18,4,1,3
3863,17,11,2023,6,22,4,2,3
3864,21,11,2023,3,19.33333333,4,1,3
3865,21,11,2023,3,16.66666667,4,1,3
3866,22,11,2023,4,8.733333333,1,1,2
3867,23,11,2023,5,15.5,1,1,3
3868,23,11,2023,5,17.25,4,1,2
3869,23,11,2023,5,20.16666667,4,1,2
3870,23,11,2023,5,20.93333333,4,1,3
3871,23,11,2023,5,6.45,1,1,3
3872,24,11,2023,6,10.16666667,1,1,3
3873,22,11,2023,4,6.3,4,1,3
3874,24,11,2023,6,16.75,4,1,3
3875,24,11,2023,6,19.58333333,4,1,2
3876,25,11,2023,7,12.96666667,1,1,3
3877,25,11,2023,7,13.65,1,1,3
3878,25,11,2023,7,17.75,4,1,2
3879,25,11,2023,7,13.1,1,1,3
3880,25,11,2023,7,13.25,1,1,3
3881,27,11,2023,2,13.08333333,1,2,3
3882,26,11,2023,1,16.58333333,1,1,3
3883,27,11,2023,2,18.16666667,4,2,2
3884,27,11,2023,2,19.5,4,1,3
3885,28,11,2023,3,9,1,2,3
3886,28,11,2023,3,13.8,1,1,3
3887,27,11,2023,2,17.25,4,1,3
3888,29,11,2023,4,0.283333333,4,1,3
3889,25,11,2023,7,13.66666667,1,9,3
3890,29,11,2023,4,12.46666667,1,1,3
3891,13,10,2023,6,8.216666667,1,9,3
3892,29,11,2023,4,20.5,4,1,3
3893,1,12,2023,6,13.91666667,1,1,2
3894,1,12,2023,6,20.7,4,1,3
3895,1,12,2023,6,14.33333333,1,1,2
3896,2,12,2023,7,11.75,1,8,3
3897,2,12,2023,7,20.16666667,4,1,3
3898,3,12,2023,1,0.783333333,4,1,3
3899,30,11,2023,5,7.7,1,1,3
3900,3,12,2023,1,17.25,4,1,3
3901,4,12,2023,2,16.9,4,2,2
3902,4,12,2023,2,15.66666667,4,2,2
3903,4,12,2023,2,22.58333333,4,1,3
3904,5,12,2023,3,7.3,7,2,3
3905,1,12,2023,6,17.5,4,1,3
3906,5,12,2023,3,15.91666667,4,2,3
3907,5,11,2023,1,23.25,4,1,3
3908,5,12,2023,3,8.25,1,2,3
3909,6,12,2023,4,10.36666667,1,1,3
3910,6,12,2023,4,18.91666667,4,1,3
3911,6,12,2023,4,19.95,4,1,3
3912,7,12,2023,5,1.233333333,4,1,3
3913,6,12,2023,4,23.86666667,4,1,3
3914,7,12,2023,5,12,1,2,2
3915,7,12,2023,5,7.066666667,4,2,3
3916,7,12,2023,5,15.5,1,2,2
3917,7,12,2023,5,16.25,1,2,3
3918,8,12,2023,6,10.5,1,1,3
3919,3,11,2023,6,12,1,9,2
3920,8,12,2023,6,15.05,1,8,3
3921,8,12,2023,6,21.25,4,2,3
3922,7,12,2023,5,19.41666667,6,2,3
3923,10,12,2023,1,22.18333333,4,4,3
3924,11,12,2023,2,8,1,1,2
3925,11,12,2023,2,18.41666667,4,1,3
3926,12,12,2023,3,18.5,4,1,3
3927,13,12,2023,4,11.16666667,1,2,3
3928,12,12,2023,3,13,1,2,2
3929,13,12,2023,4,15.75,1,1,3
3930,13,12,2023,4,6.55,4,2,3
3931,14,12,2023,5,19.61666667,4,1,3
3932,15,12,2023,6,6.433333333,4,1,3
3933,15,12,2023,6,8.666666667,1,1,3
3934,15,12,2023,6,8.166666667,1,1,3
3935,16,12,2023,7,17.33333333,4,9,3
3936,16,12,2023,7,16.4,4,1,3
3937,16,12,2023,7,15.16666667,1,1,3
3938,16,12,2023,7,18.65,4,1,2
3939,17,12,2023,1,13.13333333,1,1,3
3940,17,12,2023,1,18.88333333,4,1,3
3941,18,12,2023,2,8.833333333,1,1,3
3942,18,12,2023,2,13.75,1,1,3
3943,18,12,2023,2,9.833333333,1,1,2
3944,18,12,2023,2,19.26666667,4,1,3
3945,18,12,2023,2,13.83333333,1,1,3
3946,18,12,2023,2,19.06666667,4,1,3
3947,19,12,2023,3,10.55,5,2,3
3948,19,12,2023,3,15.91666667,1,2,3
3949,19,12,2023,3,17,1,1,3
3950,19,12,2023,3,17.16666667,4,8,3
3951,19,12,2023,3,18.16666667,4,2,3
3952,20,12,2023,4,15.66666667,1,1,3
3953,21,12,2023,5,10.03333333,1,4,3
3954,21,12,2023,5,14.76666667,1,4,3
3955,21,12,2023,5,17,4,1,3
3956,21,12,2023,5,18.33333333,4,1,3
3957,22,12,2023,6,21.58333333,4,1,3
3958,24,12,2023,1,18.83333333,4,1,3
3959,25,12,2023,2,10.85,1,1,2
3960,26,12,2023,3,16.85,4,1,3
3961,27,12,2023,4,3.15,4,2,2
3962,16,12,2023,7,13.3,1,1,2
3963,28,12,2023,5,2.666666667,4,1,3
3964,29,12,2023,6,0.166666667,4,1,3
3965,29,12,2023,6,19.91666667,4,1,3
3966,29,12,2023,6,10.5,1,1,2
3967,30,12,2023,7,0.083333333,4,9,3
3968,31,12,2023,1,17,4,5,3
3969,27,12,2023,4,15.5,4,1,3
3970,31,12,2023,1,20.41666667,4,1,3
3971,11,9,2023,2,8.5,1,1,3
3972,10,12,2023,1,21.86666667,4,1,3
3973,7,12,2023,5,4.5,4,1,3
3974,9,5,2023,3,12.41666667,1,1,3
3975,2,1,2023,2,14.66666667,1,1,3
3976,2,1,2023,2,19.25,4,1,3
3977,1,1,2023,1,18.83333333,4,2,3
3978,2,1,2023,2,14.45,1,9,3
3979,3,1,2023,3,18.45,4,2,3
3980,3,1,2023,3,17.06666667,4,1,3
3981,4,1,2023,4,7,1,2,3
3982,2,1,2023,2,13.5,1,9,3
3983,3,1,2023,3,7.4,1,2,3
3984,4,1,2023,4,20.75,4,1,3
3985,5,1,2023,5,8.25,1,1,2
3986,5,1,2023,5,18.25,1,1,2
3987,6,1,2023,6,2,1,1,3
3988,6,1,2023,6,16.63333333,4,1,3
3989,6,1,2023,6,16.75,4,1,3
3990,6,1,2023,6,19.46666667,4,1,3
3991,5,1,2023,5,13,1,1,3
3992,6,1,2023,6,15.25,1,1,3
3993,7,1,2023,7,18.06666667,4,2,3
3994,7,1,2023,7,19,4,2,2
3995,7,1,2023,7,19.75,4,2,3
3996,7,1,2023,7,22.61666667,4,2,3
3997,7,1,2023,7,22.75,4,1,3
3998,8,1,2023,1,12.05,1,2,3
3999,8,1,2023,1,13.41666667,1,2,2
4000,3,1,2023,3,18.5,4,1,3
4001,9,1,2023,2,2.266666667,4,1,3
4002,9,1,2023,2,7.5,1,1,3
4003,9,1,2023,2,8.666666667,1,1,3
4004,6,1,2023,6,16.33333333,1,1,3
4005,10,1,2023,3,13.65,1,2,3
4006,10,1,2023,3,17.43333333,4,2,2
4007,10,1,2023,3,19.33333333,4,2,3
4008,11,1,2023,4,8.216666667,1,1,3
4009,10,1,2023,3,12.55,1,2,3
4010,11,1,2023,4,9.683333333,1,1,3
4011,10,1,2023,3,13.08333333,1,2,3
4012,11,1,2023,4,12.35,1,1,3
4013,10,1,2023,3,8.583333333,1,2,3
4014,11,1,2023,4,19.61666667,4,2,3
4015,11,1,2023,4,16.53333333,1,1,3
4016,6,1,2023,6,15.58333333,1,8,3
4017,12,1,2023,5,16,1,1,3
4018,13,1,2023,6,7.633333333,1,1,2
4019,13,1,2023,6,9.333333333,1,1,3
4020,15,1,2023,1,1.833333333,4,1,3
4021,15,1,2023,1,13.33333333,1,1,3
4022,13,1,2023,6,20.41666667,4,1,3
4023,16,1,2023,2,4.583333333,4,2,3
4024,14,1,2023,7,2.533333333,4,1,3
4025,15,1,2023,1,13,1,2,3
4026,11,1,2023,4,13,1,9,3
4027,17,1,2023,3,12.63333333,1,1,3
4028,17,1,2023,3,17.83333333,4,1,3
4029,7,1,2023,7,11.91666667,1,2,3
4030,17,1,2023,3,21.3,4,1,3
4031,18,1,2023,4,1.666666667,4,1,3
4032,17,1,2023,3,20.16666667,4,1,3
4033,18,1,2023,4,11.61666667,1,1,3
4034,18,1,2023,4,7.866666667,1,8,3
4035,18,1,2023,4,8.5,1,1,3
4036,18,1,2023,4,14.96666667,1,1,3
4037,18,1,2023,4,23,4,1,3
4038,18,1,2023,4,20.15,4,1,3
4039,18,1,2023,4,15.66666667,1,1,3
4040,19,1,2023,5,16,1,8,3
4041,19,1,2023,5,19.41666667,4,1,3
4042,20,1,2023,6,13,1,1,3
4043,19,1,2023,5,23.41666667,4,1,3
4044,21,1,2023,7,0.366666667,4,8,3
4045,21,1,2023,7,13.3,1,1,3
4046,21,1,2023,7,22,4,1,3
4047,22,1,2023,1,8.5,1,1,2
4048,22,1,2023,1,14.33333333,1,1,3
4049,20,1,2023,6,15.66666667,1,1,3
4050,23,1,2023,2,13.25,1,1,3
4051,20,1,2023,6,14.58333333,1,1,3
4052,23,1,2023,2,18.33333333,4,1,3
4053,23,1,2023,2,23.16666667,4,1,3
4054,24,1,2023,3,8.016666667,1,1,3
4055,24,1,2023,3,7.5,1,1,3
4056,24,1,2023,3,19.25,4,1,3
4057,25,1,2023,4,7.666666667,4,1,3
4058,7,1,2023,7,14.33333333,1,1,3
4059,26,1,2023,5,7.5,1,1,3
4060,26,1,2023,5,15.65,1,1,3
4061,27,1,2023,6,1.066666667,4,1,3
4062,27,1,2023,6,4.3,4,1,3
4063,23,1,2023,2,13.25,1,1,3
4064,25,1,2023,4,21.75,4,9,3
4065,27,1,2023,6,10.08333333,4,1,3
4066,28,1,2023,7,0.083333333,4,1,3
4067,28,1,2023,7,15.33333333,1,1,3
4068,28,1,2023,7,17.33333333,4,1,3
4069,28,1,2023,7,2.683333333,1,1,3
4070,28,1,2023,7,14.35,1,1,3
4071,29,1,2023,1,7.683333333,1,1,2
4072,29,1,2023,1,15.88333333,1,1,2
4073,29,1,2023,1,13.16666667,1,1,3
4074,29,1,2023,1,14.83333333,1,1,3
4075,29,1,2023,1,18.81666667,4,1,3
4076,30,1,2023,2,18.16666667,4,1,2
4077,30,1,2023,2,17.96666667,4,8,2
4078,17,1,2023,3,8.416666667,1,1,3
4079,31,1,2023,3,18,4,1,3
4080,31,1,2023,3,15.5,7,9,3
4081,1,2,2023,4,9.25,1,1,3
4082,28,1,2023,7,16.5,1,1,3
4083,1,2,2023,4,16.25,1,1,3
4084,2,2,2023,5,4.5,4,2,3
4085,2,2,2023,5,13.75,1,1,3
4086,1,2,2023,4,7.716666667,1,1,2
4087,2,2,2023,5,21.5,4,9,2
4088,2,2,2023,5,20.03333333,4,1,3
4089,2,2,2023,5,13.68333333,1,1,3
4090,2,2,2023,5,9.333333333,1,1,3
4091,3,2,2023,6,14.83333333,1,1,3
4092,4,2,2023,7,16.25,1,1,3
4093,6,2,2023,2,13.75,1,1,3
4094,6,2,2023,2,22.8,4,1,3
4095,7,2,2023,3,9,1,1,2
4096,7,2,2023,3,18.16666667,4,1,3
4097,8,2,2023,4,15.83333333,1,1,3
4098,9,2,2023,5,1.2,4,8,3
4099,15,1,2023,1,23.96666667,4,1,3
4100,10,2,2023,6,6.25,5,8,3
4101,9,2,2023,5,14.15,1,1,3
4102,9,2,2023,5,11.75,1,8,3
4103,10,2,2023,6,15.13333333,1,1,3
4104,10,2,2023,6,7.833333333,1,1,3
4105,10,2,2023,6,19,4,1,3
4106,10,2,2023,6,22.5,1,1,3
4107,10,2,2023,6,18.25,4,1,3
4108,2,2,2023,5,20.21666667,5,9,3
4109,13,2,2023,2,17.9,4,1,3
4110,14,2,2023,3,14,1,1,3
4111,14,2,2023,3,5.216666667,4,8,3
4112,15,2,2023,4,7.45,1,1,3
4113,14,2,2023,3,21,7,1,3
4114,13,2,2023,2,8,4,1,3
4115,15,2,2023,4,17.66666667,4,1,3
4116,15,2,2023,4,18.96666667,4,1,3
4117,16,2,2023,5,8.9,1,1,3
4118,16,2,2023,5,12.16666667,1,1,2
4119,16,2,2023,5,15.63333333,1,1,3
4120,16,2,2023,5,12.75,1,1,3
4121,16,2,2023,5,20.01666667,4,1,3
4122,17,2,2023,6,17.21666667,1,4,3
4123,17,2,2023,6,22.58333333,4,1,3
4124,18,2,2023,7,14.41666667,1,1,3
4125,18,2,2023,7,20.81666667,4,1,2
4126,18,2,2023,7,16.71666667,1,1,3
4127,19,2,2023,1,15.26666667,1,1,3
4128,19,2,2023,1,11.41666667,4,1,3
4129,21,2,2023,3,2.916666667,4,1,3
4130,21,2,2023,3,16.25,1,1,3
4131,21,2,2023,3,15.25,1,1,3
4132,22,2,2023,4,8.95,1,2,3
4133,22,2,2023,4,12.61666667,1,8,3
4134,21,2,2023,3,14.5,1,1,3
4135,21,2,2023,3,18.08333333,4,8,3
4136,14,2,2023,3,18.33333333,4,8,3
4137,23,2,2023,5,16.5,1,1,2
4138,23,2,2023,5,9.083333333,1,1,3
4139,23,2,2023,5,17.05,1,1,3
4140,23,2,2023,5,15.7,1,1,3
4141,23,2,2023,5,20.58333333,4,1,3
4142,23,2,2023,5,23.08333333,4,1,3
4143,18,2,2023,7,19.33333333,4,1,3
4144,25,2,2023,7,12.71666667,1,1,3
4145,26,2,2023,1,0.716666667,4,1,3
4146,26,2,2023,1,4.45,4,1,3
4147,25,2,2023,7,18.08333333,4,1,3
4148,27,2,2023,2,13,1,8,3
4149,27,2,2023,2,20,4,1,3
4150,20,1,2023,6,6.5,4,1,3
4151,25,2,2023,7,20.2,4,1,3
4152,28,2,2023,3,5.166666667,1,1,3
4153,1,3,2023,4,0.333333333,4,1,3
4154,1,3,2023,4,16,1,1,2
4155,27,2,2023,2,17.08333333,1,1,3
4156,2,3,2023,5,6.866666667,1,1,3
4157,1,3,2023,4,8.75,1,1,3
4158,4,2,2023,7,18.5,4,1,2
4159,2,3,2023,5,20.75,4,1,3
4160,2,3,2023,5,19.46666667,4,1,3
4161,2,3,2023,5,15.68333333,1,1,3
4162,2,3,2023,5,15.66666667,1,9,3
4163,4,3,2023,7,18.35,4,1,3
4164,4,3,2023,7,10.08333333,1,1,3
4165,5,3,2023,1,8.75,1,1,3
4166,4,3,2023,7,14.08333333,1,1,3
4167,14,2,2023,3,9.416666667,1,9,3
4168,6,3,2023,2,14.58333333,1,1,3
4169,6,3,2023,2,5.5,7,9,3
4170,4,3,2023,7,18.9,4,1,3
4171,6,3,2023,2,15.1,1,1,3
4172,7,3,2023,3,5.75,4,1,2
4173,6,3,2023,2,14.25,1,8,3
4174,6,3,2023,2,16.41666667,1,9,3
4175,7,3,2023,3,20.31666667,4,1,3
4176,7,3,2023,3,22.66666667,4,1,3
4177,6,3,2023,2,9,1,9,3
4178,8,3,2023,4,13.41666667,1,2,3
4179,9,3,2023,5,4.5,4,1,3
4180,9,3,2023,5,8.75,1,2,3
4181,9,3,2023,5,7.75,1,5,3
4182,9,3,2023,5,16,1,2,3
4183,9,3,2023,5,17.75,4,2,3
4184,9,3,2023,5,19.91666667,4,2,3
4185,10,3,2023,6,4.583333333,4,4,2
4186,11,3,2023,7,12.78333333,1,1,3
4187,11,3,2023,7,13.41666667,1,1,3
4188,11,3,2023,7,18.3,4,2,3
4189,12,3,2023,1,12.16666667,1,1,3
4190,12,3,2023,1,13.66666667,1,1,3
4191,12,3,2023,1,19.33333333,4,2,3
4192,13,3,2023,2,12.38333333,7,9,3
4193,13,3,2023,2,19.65,4,1,3
4194,14,3,2023,3,8.1,1,9,3
4195,12,3,2023,1,21.11666667,4,2,3
4196,15,3,2023,4,7.833333333,1,2,3
4197,15,3,2023,4,10.16666667,1,1,3
4198,14,3,2023,3,13.43333333,1,1,3
4199,15,3,2023,4,17.36666667,4,2,3
4200,15,3,2023,4,19.48333333,4,2,2
4201,16,3,2023,5,8.05,1,1,3
4202,16,3,2023,5,12.5,1,1,3
4203,15,3,2023,4,3.933333333,1,1,3
4204,16,3,2023,5,19.11666667,4,8,3
4205,17,3,2023,6,7.75,1,1,3
4206,17,3,2023,6,15.7,1,1,3
4207,17,3,2023,6,17,1,1,3
4208,17,3,2023,6,23.7,4,1,3
4209,17,3,2023,6,10.9,1,1,3
4210,13,3,2023,2,17.16666667,1,1,3
4211,18,3,2023,7,12.33333333,1,1,3
4212,18,3,2023,7,11.48333333,1,2,3
4213,18,3,2023,7,18.83333333,4,1,3
4214,18,3,2023,7,20.25,5,5,3
4215,18,3,2023,7,18.75,1,1,3
4216,18,3,2023,7,22.16666667,4,1,3
4217,18,3,2023,7,19.58333333,4,9,3
4218,18,3,2023,7,13.68333333,1,2,3
4219,19,3,2023,1,21.63333333,4,1,3
4220,20,3,2023,2,8.916666667,1,1,3
4221,19,3,2023,1,8.5,1,1,3
4222,20,3,2023,2,14.66666667,1,2,3
4223,21,3,2023,3,12.83333333,1,1,3
4224,21,3,2023,3,16.26666667,1,1,3
4225,17,3,2023,6,16.66666667,1,8,3
4226,21,3,2023,3,23.16666667,4,1,3
4227,22,3,2023,4,5.833333333,4,2,2
4228,23,3,2023,5,8,1,1,2
4229,22,3,2023,4,17.5,1,1,3
4230,23,3,2023,5,10.5,1,1,3
4231,23,3,2023,5,14.83333333,1,1,3
4232,23,3,2023,5,17.08333333,1,2,3
4233,24,3,2023,6,14.25,1,3,2
4234,24,3,2023,6,21.91666667,4,1,3
4235,24,3,2023,6,17.41666667,1,5,3
4236,24,3,2023,6,16.41666667,1,2,3
4237,25,3,2023,7,13.35,1,1,3
4238,24,3,2023,6,17.66666667,1,2,3
4239,25,3,2023,7,17.96666667,1,1,3
4240,24,3,2023,6,20.86666667,4,2,3
4241,25,3,2023,7,21.58333333,4,1,3
4242,24,3,2023,6,18.05,1,2,3
4243,26,3,2023,1,20.7,4,1,3
4244,27,3,2023,2,12.21666667,1,1,3
4245,27,3,2023,2,19.41666667,4,1,3
4246,27,3,2023,2,13.8,1,1,3
4247,28,3,2023,3,8.833333333,1,2,2
4248,28,3,2023,3,19.83333333,4,1,3
4249,28,3,2023,3,22.16666667,4,1,3
4250,29,3,2023,4,15.63333333,1,1,3
4251,27,3,2023,2,8.25,1,8,3
4252,27,3,2023,2,12.76666667,1,1,3
4253,30,3,2023,5,16.93333333,1,1,3
4254,31,3,2023,6,10.26666667,1,2,3
4255,30,3,2023,5,19.33333333,1,1,3
4256,30,3,2023,5,15.25,1,1,3
4257,31,3,2023,6,15.83333333,1,1,3
4258,31,3,2023,6,19.23333333,4,5,3
4259,1,4,2023,7,12.65,4,5,3
4260,1,4,2023,7,20.31666667,4,1,3
4261,1,4,2023,7,15.25,1,1,3
4262,2,4,2023,1,4.833333333,4,1,3
4263,2,4,2023,1,13.41666667,1,1,3
4264,2,4,2023,1,15.16666667,1,1,3
4265,3,4,2023,2,16.75,1,1,3
4266,4,4,2023,3,14.9,1,1,3
4267,4,4,2023,3,17,1,1,3
4268,4,4,2023,3,17.16666667,1,1,3
4269,31,3,2023,6,17.75,1,9,3
4270,5,4,2023,4,15.41666667,1,1,3
4271,6,4,2023,5,6.816666667,1,1,3
4272,31,3,2023,6,17.16666667,1,2,3
4273,7,4,2023,6,19.33333333,1,1,3
4274,8,4,2023,7,6.416666667,1,1,3
4275,8,4,2023,7,20.71666667,4,1,2
4276,9,4,2023,1,20.53333333,4,1,3
4277,9,4,2023,1,13.1,1,1,3
4278,7,4,2023,6,20.56666667,4,1,3
4279,9,4,2023,1,20.58333333,4,1,3
4280,10,4,2023,2,10.96666667,1,2,3
4281,8,4,2023,7,23.98333333,4,1,3
4282,10,4,2023,2,18.21666667,1,1,3
4283,5,4,2023,4,6.833333333,1,9,3
4284,11,4,2023,3,8.666666667,1,1,3
4285,11,4,2023,3,6.5,1,1,2
4286,11,4,2023,3,10.16666667,6,2,2
4287,12,4,2023,4,18.28333333,1,1,3
4288,11,4,2023,3,18.98333333,1,2,3
4289,13,4,2023,5,12.56666667,1,1,3
4290,13,4,2023,5,11.45,1,1,2
4291,13,4,2023,5,14.5,1,1,3
4292,13,4,2023,5,10.26666667,1,1,3
4293,13,4,2023,5,23.41666667,4,1,3
4294,12,4,2023,4,16.83333333,1,1,3
4295,14,4,2023,6,17.86666667,1,1,3
4296,7,4,2023,6,17.16666667,1,1,3
4297,8,4,2023,7,2.25,4,1,3
4298,15,4,2023,7,17.75,1,8,3
4299,16,4,2023,1,12.33333333,1,1,2
4300,14,4,2023,6,12.3,1,1,3
4301,17,4,2023,2,11.25,1,1,3
4302,12,4,2023,4,16.23333333,1,1,3
4303,12,4,2023,4,9.166666667,1,1,3
4304,17,4,2023,2,20.33333333,1,1,2
4305,17,4,2023,2,23.83333333,4,1,3
4306,15,4,2023,7,8.833333333,4,1,3
4307,19,4,2023,4,15.16666667,1,1,3
4308,19,4,2023,4,19.73333333,4,1,2
4309,13,4,2023,5,12.25,1,1,3
4310,20,4,2023,5,17.53333333,1,1,3
4311,20,4,2023,5,15.5,1,2,3
4312,20,4,2023,5,15.48333333,1,1,3
4313,21,4,2023,6,4.75,4,1,2
4314,21,4,2023,6,0.5,4,9,3
4315,21,4,2023,6,7.516666667,1,1,3
4316,22,4,2023,7,0.333333333,4,1,3
4317,22,4,2023,7,1.033333333,4,8,3
4318,21,4,2023,6,7.566666667,1,2,3
4319,22,4,2023,7,4.383333333,7,9,2
4320,20,4,2023,5,17.25,1,2,3
4321,22,4,2023,7,12.16666667,1,1,3
4322,22,4,2023,7,20,1,1,2
4323,23,4,2023,1,12.66666667,1,2,3
4324,20,4,2023,5,15,1,1,3
4325,23,4,2023,1,20.55,4,2,2
4326,24,4,2023,2,0.75,4,1,3
4327,13,4,2023,5,7.333333333,1,1,3
4328,24,4,2023,2,18.83333333,1,2,2
4329,23,4,2023,1,19.75,4,9,3
4330,25,4,2023,3,8.483333333,1,1,3
4331,25,4,2023,3,7.166666667,1,1,3
4332,25,4,2023,3,15.75,1,8,2
4333,25,4,2023,3,15,1,1,3
4334,25,4,2023,3,14.18333333,1,1,3
4335,5,4,2023,4,15,1,1,3
4336,24,4,2023,2,20,1,2,3
4337,26,4,2023,4,22.63333333,4,1,2
4338,25,4,2023,3,17.75,1,1,3
4339,27,4,2023,5,15.41666667,1,2,3
4340,26,4,2023,4,15.25,1,1,3
4341,26,4,2023,4,15.66666667,1,1,3
4342,28,4,2023,6,10.73333333,1,1,3
4343,28,4,2023,6,10.83333333,1,1,3
4344,28,4,2023,6,13.18333333,1,1,1
4345,28,4,2023,6,14.21666667,1,1,3
4346,29,4,2023,7,5.8,1,1,3
4347,29,4,2023,7,14.3,1,1,2
4348,29,4,2023,7,21.33333333,4,1,3
4349,29,4,2023,7,17.83333333,1,1,3
4350,30,4,2023,1,15.75,1,1,3
4351,30,4,2023,1,15.26666667,1,1,3
4352,30,4,2023,1,14.16666667,1,1,3
4353,1,5,2023,2,3.083333333,4,1,3
4354,1,5,2023,2,2.833333333,4,1,3
4355,1,5,2023,2,15.45,1,1,3
4356,29,4,2023,7,18.55,1,1,3
4357,1,5,2023,2,19.68333333,1,1,3
4358,1,5,2023,2,21.08333333,4,1,3
4359,1,5,2023,2,12.5,1,1,3
4360,1,5,2023,2,8.233333333,4,1,3
4361,2,5,2023,3,13.31666667,1,1,3
4362,2,5,2023,3,18.31666667,1,1,3
4363,3,5,2023,4,12.65,1,1,3
4364,29,4,2023,7,15.5,1,9,3
4365,3,5,2023,4,19.01666667,1,1,3
4366,3,5,2023,4,20.16666667,4,1,3
4367,3,5,2023,4,15,1,1,3
4368,3,5,2023,4,13.08333333,1,1,3
4369,2,5,2023,3,14.5,1,1,3
4370,3,5,2023,4,16.83333333,1,9,3
4371,4,5,2023,5,20,1,1,3
4372,5,5,2023,6,12.68333333,1,2,3
4373,6,5,2023,7,9.366666667,1,2,1
4374,6,5,2023,7,12.05,1,1,3
4375,7,5,2023,1,18.75,1,1,3
4376,6,5,2023,7,16.83333333,1,1,3
4377,6,5,2023,7,13,1,2,3
4378,8,5,2023,2,15.5,1,1,3
4379,8,5,2023,2,17,1,1,3
4380,9,5,2023,3,10.33333333,1,1,3
4381,5,5,2023,6,20.86666667,4,1,3
4382,7,5,2023,1,11.08333333,4,1,3
4383,9,5,2023,3,15.58333333,1,1,3
4384,7,5,2023,1,18.25,1,1,3
4385,9,5,2023,3,18.75,1,2,3
4386,10,5,2023,4,7.416666667,1,8,3
4387,10,5,2023,4,18.51666667,1,2,3
4388,11,5,2023,5,6.666666667,1,1,3
4389,30,4,2023,1,2.75,1,1,3
4390,12,5,2023,6,10.66666667,1,1,3
4391,12,5,2023,6,10.33333333,1,9,3
4392,12,5,2023,6,12.36666667,1,1,3
4393,12,5,2023,6,23.68333333,4,1,2
4394,13,5,2023,7,9.5,1,1,3
4395,13,5,2023,7,12.5,1,1,2
